Date,Open,High,Low,Close,Adj Close,Volume,Close_SPY,Close_DIA,Close_IWM,QQQ 1d movement,SPY 1d movement,DIA 1d movement,IWM 1d movement,9ma,20ma,50ma,100ma,200ma,cross,triple cross,Middle_BB,Upper_BB,Lower_BB,Distance_from_Middle,Above_upperbb,Below_lowerbb,RSI_14d,RSI_21d,RSI_Above_70,RSI_Below_30,MACD,Signal_Line,MACD_cross_above,MACD_cross_below,1m_return_diff_QQQ_IWM,1m_return_diff_QQQ_DIA,Future1M_movement_direction,Future2M_movement_direction,Future15d_movement_direction,Future1M_movement,Future2M_movement,Future15d_movement
2023-05-02,322.1199951171875,322.45001220703125,317.6099853515625,319.3800048828125,317.6795349121094,56519400,410.8399963378906,336.8699951171875,171.6999969482422,-0.008721554167729906,-0.011239232071373118,-0.010253820615164666,-0.020536258076691016,317.24222140842016,317.45549926757815,308.02059875488277,296.2377990722656,294.0535491943359,No Cross,No Cross,317.45549926757815,323.7654156112534,311.1455829239029,0.6099940190691728,0,0,59.814248798900266,48.256477363384576,0,0,2.776921112949651,2.9749131108439455,0,0,5.391720115778565,-0.13785158922279273,1,1,1,14.565717422022416,20.070137492494354,4.377224702554416
2023-05-03,319.75,322.4700012207031,317.17999267578125,317.2900085449219,315.60064697265625,59882100,408.0199890136719,334.1099853515625,172.3300018310547,-0.006543917295816604,-0.006864003868551016,-0.008193100619320104,0.003669218951718456,317.3544447157118,317.36649932861326,308.48579895019526,296.6053991699219,294.1929992675781,No Cross,No Cross,317.36649932861326,323.6305789037357,311.10241975349084,-0.024422034482181325,0,0,46.67372913386506,46.87500833633441,0,0,2.516926017240678,2.8833156921232925,0,0,4.6849925611694765,-0.36784750121940935,1,1,1,16.694506537921328,20.9240702016811,4.525823368159854
2023-05-04,317.0599975585937,318.2300109863281,315.1199951171875,316.1700134277344,314.48663330078125,50224500,405.1300048828125,331.3299865722656,170.39999389648438,-0.0035298783038386627,-0.007082947425800068,-0.008320609682981095,-0.011199488853150585,317.3055589463976,317.3789993286133,308.92419921874995,296.92859924316406,294.28234939575196,No Cross,No Cross,317.3789993286133,323.63191314936034,311.12608550786626,-0.38669520659873585,0,0,45.83043938833223,46.83406062617148,0,0,2.1951988985222215,2.7456923334030785,0,0,4.005477822174585,-0.19938201623594942,1,1,1,16.37093242553107,21.070940407956982,7.448520350697807
2023-05-05,318.4700012207031,323.760009765625,316.2099914550781,322.8900146484375,321.1708374023437,51776000,412.6300048828125,336.7300109863281,174.4499969482422,0.021254391420137297,0.018512575986983304,0.016298025029149343,0.023767624394506415,318.07667032877606,317.6210006713867,309.44559936523433,297.3370993041992,294.3816494750977,No Cross,No Cross,317.6210006713867,324.3404883519514,310.90151299082197,1.5682784841739539,0,0,55.747976247709886,57.058957702442854,0,0,2.454185453901232,2.6873909575027093,0,0,1.7751769198142364,-0.7104935035125326,1,1,1,13.630021757088073,15.949703510055336,7.90051661269926
2023-05-08,322.4200134277344,324.0400085449219,321.32000732421875,323.69000244140625,321.966552734375,36465800,412.739990234375,336.2200012207031,174.0500030517578,0.002477586040682489,0.0002665471494098792,-0.001514595518620765,-0.002292885660542865,319.5988939073351,317.91200103759763,310.08239929199215,297.71819946289065,294.4631994628906,No Cross,No Cross,317.91200103759763,325.16018563443606,310.6638164407592,1.5943306428285298,0,0,56.706503702623976,55.87013363215711,0,0,2.6929439129232833,2.6885015485868244,1,0,2.8016423240895927,-0.19527474074132467,1,1,1,11.804501580797155,15.477773711155818,8.121971128744043
2023-05-09,322.0,322.8800048828125,321.32000732421875,321.6400146484375,319.9274597167969,31768800,410.9299926757813,335.7699890136719,173.52999877929688,-0.006333182296354156,-0.004385321513347584,-0.0013384456766325492,-0.00298767172274228,320.68445163302954,318.20250244140624,310.6363995361328,298.0480996704102,294.56144958496094,No Cross,No Cross,318.20250244140624,325.5641717986883,310.8408330841242,0.9338947568002182,0,0,53.864452159941024,53.776824454216836,0,0,2.685784774394051,2.68795819374827,0,1,4.269395096588036,0.6378727967898401,1,1,1,13.84467005076142,15.669690213008213,8.192381042743957
2023-05-10,324.1199951171875,326.010009765625,321.6000061035156,325.1400146484375,323.40887451171875,60446600,412.8500061035156,335.489990234375,174.41000366210938,0.010881730632382958,0.0046723613801760155,-0.0008339005523375631,0.005071197424093343,321.2166748046875,318.80750274658203,311.2679998779297,298.4343997192383,294.68579971313477,No Cross,No Cross,318.80750274658203,326.36889442723924,311.2461110659248,1.6749593644394003,0,0,61.36483741030853,59.06175350756765,0,0,2.9287708080318566,2.7361207166049875,1,0,5.313942337632316,2.260368557325654,1,1,1,11.502734886975908,15.393364562367417,8.264130499668298
2023-05-11,325.70001220703125,326.75,324.1199951171875,326.20001220703125,324.4632568359375,44278500,412.1300048828125,333.3299865722656,173.07000732421875,0.0032601264404195085,-0.001743977740241598,-0.006438355017985398,-0.007683024538470029,321.6211208767361,319.15900268554685,311.9679998779297,298.92749969482423,294.84494979858397,No Cross,No Cross,319.15900268554685,327.4132047757301,310.9048005953636,1.7060424362176156,0,0,62.07508976219171,63.25546338653428,0,0,3.170326385407691,2.8229618503655285,0,0,5.65020565528701,2.3997212807810753,1,1,1,9.650514804018595,14.040461704183071,8.721637224034385
2023-05-12,326.739990234375,327.1700134277344,322.94000244140625,325.0299987792969,323.2994384765625,48396200,411.5899963378906,333.20001220703125,172.72000122070312,-0.00358679762093872,-0.001310286896183177,-0.0003899270106807462,-0.0020223382949302593,321.9366760253906,319.4820022583008,312.59640014648437,299.4352996826172,294.9360498046875,No Cross,No Cross,319.4820022583008,328.13509909133325,310.8289054252683,1.2823146737055062,0,0,61.2878994240206,56.5577375976045,0,0,3.230115850536322,2.904392650399687,0,0,4.366127188414904,1.5249402119340782,1,1,1,11.937355917511749,13.192629924577837,9.18991946262473
2023-05-15,325.510009765625,327.0299987792969,323.9599914550781,326.7900085449219,325.0500793457031,33375600,413.010009765625,333.7699890136719,174.8300018310547,0.005414914845506491,0.0034500678839837207,0.0017106146031184988,0.012216307291796458,322.760009765625,319.87950286865237,313.1386004638672,300.0056997680664,295.0209498596191,No Cross,No Cross,319.87950286865237,329.1189611848274,310.6400445524773,1.4958681428697285,0,0,73.32041009808506,58.965982572201426,0,0,3.380548650951539,2.9996238505100576,0,0,3.8270650356075464,1.4802102850959953,1,1,1,11.551760767744135,12.791085008715243,8.583490027086583
2023-05-16,326.0599975585937,328.8999938964844,326.0199890136719,327.1600036621094,325.4180908203125,40019200,410.25,330.3500061035156,172.27999877929688,0.0011322106169493473,-0.006682670396272572,-0.010246526118968036,-0.014585614740323494,323.85667588975696,320.2945037841797,313.68140075683596,300.58189971923827,295.07944992065427,No Cross,No Cross,320.2945037841797,330.0711441825527,310.5178633858067,1.4044701652465827,0,0,72.15302483235669,59.055309029069484,0,0,3.4893996161698624,3.0975790036420188,0,0,5.6633786656417495,3.8448062361817303,1,1,1,11.20246774857494,11.945221339655987,6.62061481221885
2023-05-17,328.239990234375,331.7099914550781,327.0400085449219,331.1199951171875,329.35699462890625,47486100,415.2300109863281,334.6099853515625,176.1199951171875,0.012104142959871167,0.01213896645052559,0.012895350898561864,0.022289275395282138,325.51778496636285,320.91500396728514,314.3770007324219,301.15859954833985,295.15869995117185,No Cross,No Cross,320.91500396728514,331.78260900786836,310.04739892670193,1.8780570533790206,0,0,67.95599113065802,62.28951841151792,0,0,3.8508132278864764,3.2482258484909106,0,0,3.337481357578964,3.575967107933331,1,1,1,11.566809276193668,11.84767201160537,6.653176825368146
2023-05-18,331.5199890136719,337.489990234375,331.5,337.2699890136719,335.4742431640625,64213500,419.2300109863281,336.0599975585937,177.19000244140625,0.018573308731500315,0.009633215071565893,0.004333439737334022,0.006075444889189319,327.1155598958333,321.9645034790039,315.16600036621094,301.8636993408203,295.2733999633789,No Cross,No Cross,321.9645034790039,334.8197400940259,309.1092668639819,2.381206350847356,1,0,71.67699360596225,66.60702953567144,0,0,4.580685932764254,3.5147178653455797,0,0,4.707696535376638,6.38768667292422,1,1,1,9.790381773313218,8.64293455202172,5.108670070739585
2023-05-19,337.489990234375,338.2099914550781,335.42999267578125,336.510009765625,334.7182922363281,61462400,418.6199951171875,334.19000244140625,176.11000061035156,-0.002253326037900405,-0.0014550863563069782,-0.005564468043720128,-0.006095162346486327,328.54000515407984,322.95950469970705,316.0430004882812,302.5551995849609,295.34149993896483,No Cross,No Cross,322.95950469970705,337.0872795474617,308.8317298519524,1.91827873985004,0,0,70.862514182871,68.6589531010482,0,0,5.039696847764333,3.819713661829331,0,0,4.527456115417028,6.016127016097217,1,1,1,10.035359434684343,7.7352821681073936,7.126082366896536
2023-05-22,336.25,338.6700134277344,336.239990234375,337.6400146484375,335.8423156738281,43015900,418.7900085449219,332.8999938964844,178.25999450683594,0.0033580126891308293,0.0004061283018428341,-0.0038601051362930905,0.0122082442168705,330.31778293185766,324.0440048217773,317.0248010253906,303.29579986572264,295.4077000427246,No Cross,No Cross,324.0440048217773,339.1988767656116,308.88913287794304,1.7942757783831624,0,0,77.97186843763615,69.11475086071748,0,0,5.432031180962838,4.142177165656033,0,0,4.791368063055224,7.130351958072712,1,1,1,8.831884703503,6.20186323165266,7.587961736070858
2023-05-23,335.8900146484375,337.0599975585937,333.0,333.3599853515625,331.58502197265625,48216700,414.0899963378906,330.6099853515625,177.4199981689453,-0.012676309415907139,-0.011222837486886017,-0.0068789684196688405,-0.0047121977099489065,331.23111300998266,325.2125045776367,317.8782006835938,304.0283996582031,295.46574996948243,No Cross,No Cross,325.2125045776367,339.37619065659953,311.0488184986739,1.1504746332986255,0,0,73.06916882281661,64.84732363516744,0,0,5.336085302311119,4.380958792987051,0,0,5.392387830807666,7.417479633441227,1,1,1,9.863212841258417,7.430411752966526,9.761222094668941
2023-05-24,331.3699951171875,332.9100036621094,329.5599975585937,331.6499938964844,329.8841857910156,62891200,411.0899963378906,328.010009765625,175.5399932861328,-0.005129564225516692,-0.007244801918740551,-0.007864177433034136,-0.010596352734838277,331.83666653103296,326.2015045166016,318.56380065917966,304.6804995727539,295.52044998168947,No Cross,No Cross,326.2015045166016,339.15286135122153,313.2501476819816,0.8413773860849209,0,0,71.85204395498354,69.91542283252423,0,0,5.063694366183938,4.517505907626428,0,0,6.11553370838358,8.499800658200007,1,1,1,10.465850171525082,9.724106917989573,11.641796043931695
2023-05-25,339.1400146484375,341.010009765625,336.6700134277344,339.7200012207031,337.9112243652344,66862800,414.6499938964844,327.75,174.1699981689453,0.024332903581290477,0.008659898295524604,-0.0007926885091427138,-0.00780446148789804,333.4688890245226,327.1700042724609,319.3796008300781,305.41489959716796,295.63365005493165,No Cross,No Cross,327.1700042724609,341.1361565304428,313.203852014479,1.7972017942264231,0,0,72.88549306610871,72.98994284942694,1,0,5.436338013415934,4.70127232878433,0,0,8.683617846978976,10.146299400610149,1,1,1,8.374547305075609,6.9645601015815295,8.303894782088861
2023-05-26,340.760009765625,349.25,340.6600036621094,348.3999938964844,346.54498291015625,63007000,420.0199890136719,330.8399963378906,176.14999389648438,0.025550431663110107,0.012950669712364915,0.009427906446653367,0.011368179068466544,335.86999850802954,328.46200408935545,320.2114007568359,306.25409942626953,295.74600006103515,No Cross,No Cross,328.46200408935545,345.14845443396337,311.7755537447475,2.389722127279358,1,0,77.67076689009775,73.07882750551148,1,0,6.3587637850883425,5.032770620045133,0,0,9.567669491842157,11.724711055506242,1,1,1,7.0091888219119935,5.944314528671146,5.309988611967853
